TRACK_ID,ARTIST_ID,ALBUM_ID,DURATION,AUDIO_PATH,AF_PATH,MEL_PATH,MOOD_TAG
TRK_92635,ARTST_278580,ALBM_836621,157.4,data/audio/15/TRK_92635.mp3,data/acoustic_brainz/15/TRK_92635.json,data/mel_feat/15/TRK_92635.npy,HAPPY
TRK_44825,ARTST_164528,ALBM_730611,173.5,data/audio/5/TRK_44825.mp3,data/acoustic_brainz/5/TRK_44825.json,data/mel_feat/5/TRK_44825.npy,HAPPY
TRK_18629,ARTST_123192,ALBM_557987,212.2,data/audio/9/TRK_18629.mp3,data/acoustic_brainz/9/TRK_18629.json,data/mel_feat/9/TRK_18629.npy,HAPPY
TRK_42554,ARTST_311689,ALBM_680637,290.3,data/audio/14/TRK_42554.mp3,data/acoustic_brainz/14/TRK_42554.json,data/mel_feat/14/TRK_42554.npy,HAPPY
TRK_69422,ARTST_164528,ALBM_534009,277.1,data/audio/2/TRK_69422.mp3,data/acoustic_brainz/2/TRK_69422.json,data/mel_feat/2/TRK_69422.npy,HAPPY
TRK_44382,ARTST_238170,ALBM_533842,153.1,data/audio/2/TRK_44382.mp3,data/acoustic_brainz/2/TRK_44382.json,data/mel_feat/2/TRK_44382.npy,SAD
TRK_74313,ARTST_295301,ALBM_614762,304.0,data/audio/13/TRK_74313.mp3,data/acoustic_brainz/13/TRK_74313.json,data/mel_feat/13/TRK_74313.npy,SAD
TRK_49327,ARTST_294940,ALBM_893043,216.8,data/audio/7/TRK_49327.mp3,data/acoustic_brainz/7/TRK_49327.json,data/mel_feat/7/TRK_49327.npy,SAD
TRK_3607,ARTST_369219,ALBM_771491,328.9,data/audio/7/TRK_3607.mp3,data/acoustic_brainz/7/TRK_3607.json,data/mel_feat/7/TRK_3607.npy,SAD
TRK_34689,ARTST_360986,ALBM_705342,261.0,data/audio/9/TRK_34689.mp3,data/acoustic_brainz/9/TRK_34689.json,data/mel_feat/9/TRK_34689.npy,HAPPY
TRK_44767,ARTST_164528,ALBM_820723,190.0,data/audio/7/TRK_44767.mp3,data/acoustic_brainz/7/TRK_44767.json,data/mel_feat/7/TRK_44767.npy,HAPPY
TRK_76609,ARTST_295176,ALBM_566423,198.5,data/audio/9/TRK_76609.mp3,data/acoustic_brainz/9/TRK_76609.json,data/mel_feat/9/TRK_76609.npy,HAPPY
TRK_91670,ARTST_106969,ALBM_672437,193.0,data/audio/10/TRK_91670.mp3,data/acoustic_brainz/10/TRK_91670.json,data/mel_feat/10/TRK_91670.npy,SAD
TRK_93151,ARTST_254581,ALBM_533696,256.1,data/audio/11/TRK_93151.mp3,data/acoustic_brainz/11/TRK_93151.json,data/mel_feat/11/TRK_93151.npy,HAPPY
TRK_25516,ARTST_197024,ALBM_819652,104.6,data/audio/16/TRK_25516.mp3,data/acoustic_brainz/16/TRK_25516.json,data/mel_feat/16/TRK_25516.npy,HAPPY
TRK_11912,ARTST_295402,ALBM_501207,45.8,data/audio/12/TRK_11912.mp3,data/acoustic_brainz/12/TRK_11912.json,data/mel_feat/12/TRK_11912.npy,HAPPY
TRK_34748,ARTST_376958,ALBM_647924,212.6,data/audio/8/TRK_34748.mp3,data/acoustic_brainz/8/TRK_34748.json,data/mel_feat/8/TRK_34748.npy,HAPPY
TRK_1193,ARTST_319941,ALBM_688672,119.5,data/audio/13/TRK_1193.mp3,data/acoustic_brainz/13/TRK_1193.json,data/mel_feat/13/TRK_1193.npy,HAPPY
TRK_74815,ARTST_352696,ALBM_623068,138.0,data/audio/15/TRK_74815.mp3,data/acoustic_brainz/15/TRK_74815.json,data/mel_feat/15/TRK_74815.npy,SAD
TRK_60775,ARTST_131460,ALBM_755034,113.1,data/audio/15/TRK_60775.mp3,data/acoustic_brainz/15/TRK_60775.json,data/mel_feat/15/TRK_60775.npy,HAPPY
TRK_98805,ARTST_278795,ALBM_835897,126.8,data/audio/5/TRK_98805.mp3,data/acoustic_brainz/5/TRK_98805.json,data/mel_feat/5/TRK_98805.npy,SAD
TRK_17994,ARTST_294937,ALBM_778958,123.0,data/audio/14/TRK_17994.mp3,data/acoustic_brainz/14/TRK_17994.json,data/mel_feat/14/TRK_17994.npy,HAPPY
TRK_67383,ARTST_164293,ALBM_803621,189.6,data/audio/3/TRK_67383.mp3,data/acoustic_brainz/3/TRK_67383.json,data/mel_feat/3/TRK_67383.npy,HAPPY
TRK_34941,ARTST_336074,ALBM_721784,79.3,data/audio/1/TRK_34941.mp3,data/acoustic_brainz/1/TRK_34941.json,data/mel_feat/1/TRK_34941.npy,HAPPY
TRK_60954,ARTST_303421,ALBM_746921,243.3,data/audio/14/TRK_60954.mp3,data/acoustic_brainz/14/TRK_60954.json,data/mel_feat/14/TRK_60954.npy,SAD
TRK_66135,ARTST_131460,ALBM_893291,151.7,data/audio/15/TRK_66135.mp3,data/acoustic_brainz/15/TRK_66135.json,data/mel_feat/15/TRK_66135.npy,HAPPY
TRK_19337,ARTST_393705,ALBM_697512,151.6,data/audio/17/TRK_19337.mp3,data/acoustic_brainz/17/TRK_19337.json,data/mel_feat/17/TRK_19337.npy,HAPPY
TRK_92448,ARTST_238138,ALBM_828352,40.6,data/audio/8/TRK_92448.mp3,data/acoustic_brainz/8/TRK_92448.json,data/mel_feat/8/TRK_92448.npy,SAD
TRK_60243,ARTST_205422,ALBM_869540,101.9,data/audio/3/TRK_60243.mp3,data/acoustic_brainz/3/TRK_60243.json,data/mel_feat/3/TRK_60243.npy,SAD
TRK_66926,ARTST_106545,ALBM_795269,200.4,data/audio/6/TRK_66926.mp3,data/acoustic_brainz/6/TRK_66926.json,data/mel_feat/6/TRK_66926.npy,HAPPY
TRK_2179,ARTST_369204,ALBM_615293,72.2,data/audio/19/TRK_2179.mp3,data/acoustic_brainz/19/TRK_2179.json,data/mel_feat/19/TRK_2179.npy,SAD
TRK_74063,ARTST_147507,ALBM_721121,413.8,data/audio/3/TRK_74063.mp3,data/acoustic_brainz/3/TRK_74063.json,data/mel_feat/3/TRK_74063.npy,SAD
TRK_34491,ARTST_107022,ALBM_549625,224.4,data/audio/11/TRK_34491.mp3,data/acoustic_brainz/11/TRK_34491.json,data/mel_feat/11/TRK_34491.npy,HAPPY
TRK_99531,ARTST_287189,ALBM_827958,125.5,data/audio/11/TRK_99531.mp3,data/acoustic_brainz/11/TRK_99531.json,data/mel_feat/11/TRK_99531.npy,HAPPY
TRK_90924,ARTST_393511,ALBM_737699,165.0,data/audio/4/TRK_90924.mp3,data/acoustic_brainz/4/TRK_90924.json,data/mel_feat/4/TRK_90924.npy,HAPPY
TRK_67559,ARTST_229418,ALBM_885605,253.8,data/audio/19/TRK_67559.mp3,data/acoustic_brainz/19/TRK_67559.json,data/mel_feat/19/TRK_67559.npy,HAPPY
TRK_49777,ARTST_131460,ALBM_893291,140.1,data/audio/17/TRK_49777.mp3,data/acoustic_brainz/17/TRK_49777.json,data/mel_feat/17/TRK_49777.npy,HAPPY
TRK_90559,ARTST_188715,ALBM_704801,32.7,data/audio/19/TRK_90559.mp3,data/acoustic_brainz/19/TRK_90559.json,data/mel_feat/19/TRK_90559.npy,HAPPY
TRK_83899,ARTST_368909,ALBM_541525,327.4,data/audio/19/TRK_83899.mp3,data/acoustic_brainz/19/TRK_83899.json,data/mel_feat/19/TRK_83899.npy,HAPPY
TRK_51179,ARTST_155839,ALBM_770917,166.1,data/audio/19/TRK_51179.mp3,data/acoustic_brainz/19/TRK_51179.json,data/mel_feat/19/TRK_51179.npy,SAD
TRK_35043,ARTST_327750,ALBM_893865,49.0,data/audio/3/TRK_35043.mp3,data/acoustic_brainz/3/TRK_35043.json,data/mel_feat/3/TRK_35043.npy,SAD
TRK_17251,ARTST_197035,ALBM_688573,212.5,data/audio/11/TRK_17251.mp3,data/acoustic_brainz/11/TRK_17251.json,data/mel_feat/11/TRK_17251.npy,HAPPY
TRK_41693,ARTST_204970,ALBM_803227,261.1,data/audio/13/TRK_41693.mp3,data/acoustic_brainz/13/TRK_41693.json,data/mel_feat/13/TRK_41693.npy,SAD
TRK_68262,ARTST_197121,ALBM_558171,36.0,data/audio/2/TRK_68262.mp3,data/acoustic_brainz/2/TRK_68262.json,data/mel_feat/2/TRK_68262.npy,HAPPY
TRK_59165,ARTST_320021,ALBM_647969,97.1,data/audio/5/TRK_59165.mp3,data/acoustic_brainz/5/TRK_59165.json,data/mel_feat/5/TRK_59165.npy,HAPPY
TRK_83026,ARTST_196970,ALBM_516573,146.3,data/audio/6/TRK_83026.mp3,data/acoustic_brainz/6/TRK_83026.json,data/mel_feat/6/TRK_83026.npy,SAD
TRK_83891,ARTST_115029,ALBM_705359,240.1,data/audio/11/TRK_83891.mp3,data/acoustic_brainz/11/TRK_83891.json,data/mel_feat/11/TRK_83891.npy,HAPPY
TRK_3253,ARTST_287238,ALBM_820497,202.6,data/audio/13/TRK_3253.mp3,data/acoustic_brainz/13/TRK_3253.json,data/mel_feat/13/TRK_3253.npy,HAPPY
TRK_59432,ARTST_287167,ALBM_803690,157.5,data/audio/12/TRK_59432.mp3,data/acoustic_brainz/12/TRK_59432.json,data/mel_feat/12/TRK_59432.npy,HAPPY
TRK_84383,ARTST_221505,ALBM_811995,334.2,data/audio/3/TRK_84383.mp3,data/acoustic_brainz/3/TRK_84383.json,data/mel_feat/3/TRK_84383.npy,HAPPY
